216,"THE CITY RISES IN PROMINENCE: It becomes a regional key city, or even its nations capital. Was this a clever political move or prompted by neccessity? --Add a resource or a faction gains power "
221,ELECTIONS ARE HELD: Are the citizens invested in the campaign? Are the results surprising or was it all rigged to begin with? --A faction gains or loses power 
222,SYSTEM OF GOVERNMENT IS CHANGED: Who caused this change? What is this new system? Was an old faction obliterated or did a new political block manifest? --Add or remove a faction 
223,A GREAT SCANDAL: The people are shocked. And a little bit intrigued. What rules of decorum were violated? By whom? --A faction loses power 
224,INSIDIOUS RUMORS: Do rumors hold shreds of truth? Can rumors breed hatred or fear? Who benefits? --A faction loses power 
225,"DANGEROUS SECRETS UNCOVERED: Who kept the secrets, and why? Do the people care about moral failings or are they more interested in scandals? --A faction gains power "
226,A COVER-UP FAILS: Sometimes truth simply cannot be contained. But what kind of secret could be this dangerous? --The leading faction loses power
231,AN OUTSIDER UPSETS THE BALANCE: Who is this outsider? What are the outsider’s goals? Is the outsider rich? Can they promise power or abundance? --A faction gains or loses power 
232,"INHERITENCE ISSUES: Settlements and individuals can inherit all sorts of things: castles, islands, curses, technologies... But who gets what? And does anyone dispute the claim? --Add something "
233,QUESTIONABLE CLAIMS APPEAR: Only someone mad or desperate would bring forth a claim to the city’s rule this weak. Why do they still try? And who are they? --(Add or remove something) 
234,"A STRONG CLAIM: Someone remote with a credible claim wants the city. A ruler’s bastard, a far away count. What makes the city valuable to them? --Add an external faction "
235,CONTRADICTORY CLAIMS: Two parties claim ownership of the city pulling its fate in different directions. Is this resolved? Or does the city languish in legal ambiguity? --A faction gains or loses power 
236,TREASON!: Someone betrays the city or its leaders. What drives them? Are they successful or does the city make an example of them? --A faction gains or loses power 
241,"A NEW FACTION EMERGES: A sect, a political party, a guild. Why do they band together? What gives them power? And who supports them? --Add a faction, it gains power "
242,A FACTION IN DECLINE: A faction become complacent or too bold and things went wrong. Why does power slip from their grasp? And what vultures are circling? --A faction loses power 
243,A FACTION SEIZES POWER: Finally! After years of plotting or with a sudden strike the city has new rulers! What are their policies? Is this legitimate in the eyes of the people? --A faction gains power to become the leading faction 
244,"A FACTION IS NO MORE: Sometimes even ideas can die, and with them the factions that were pushing them forward. What was the final nail in the coffin? --Remove a faction "
245,AN IMPORTANT ALLIANCE FALLS APART: Is it an alliance of factions or an alliance within a faction? What was the alliance about? Could the city be threatened with a new war? --Split a faction in two 
246,AN IMPORTANT ALLIANCE IS FORGED: Two factions permanently bond together. What is the goal of this alliance? Was it forged by peaceful means or by deceit? --Merge two factions 
251,"INCOMPETENCE WREAKS HAVOC: A bureaucratic mess, criminal planning or the fatally stupid decision that sea-beasts would never attack red ships. How could this happen at all? Who benefits? --Remove a landmark or a resource "
252,BUREAUCRACY INCREASES: Could a complex city ever function without bureaucracy? Does bureaucracy make reactions slower? Can administrative centres boost economies? --Add or remove a resource 
253,DRASTIC CHANGES ENFORCED: Could a law or a regulation really change everyday life? Could something like alcohol ever be prohibited? Is it a public health matter? --(Add or remove something) 
254,A GROUP IS STIGMATIZED: Why? By whom? Does the group actually exist or is the civic mind hunting witches? Do witches exist? Is this a trend from beyond the city? --A faction gains or loses power 
255,"A RADICAL IDEOLOGY IS BORN: A call for freedom, a cry for segregation or, possibly, the desire to embrace the gospel of dark, alluring gods. What belief appears? Who espouses it? --(Add a faction), a faction gains power "
256,"EFFECTIVE PROPAGANDA: A faction spreads their agenda via pamphlets, posters and rumors. What or who do they discredit? Why? Is an external power sowing dissent? --A faction gains power "
261,"A PEACEFUL NEIGHBOR: It is nice to have new settlements nearby. Trade partners, military allies or just a friendly rivalry in sports. Who are they? What sets them apart? --Add an external faction or a resource "
262,A USEFUL NEIGHBOR: Close contract to a nearby settlement is established. What makes them useful? Are they easy to exploit or just the right market for the city’s goods? --Add an external faction 
263,AN INTIMIDATING NEIGHBOR: Is this a new village or a military outpost? What makes them so threatening? What are their plans? --Add an external faction 
264,"A REVOLUTION SUCCEEDS: The system of power is upended. What was the espoused goal? Did parts of the old regime survive? What’s the new structure of power? --Remove a faction, a faction gains power, rename it "
265,A REVOLUTION FAILS: The status quo remains untouched. What do the losers suffer? How are the heroes of the struggle immortalized? --A faction loses power 
266,REDISTRIBUTION OF WEALTH: Fairness prevails. The democracy of consumption brings joy to the citizens. Was this enforced? How do the once wealthy react? --Add a district 
311,
312,
313,
314,
315,
316,
321,
322,
323,
324,
325,
326,
331,
332,
333,
334,
335,
336,
341,
342,
343,
344,
345,
346,
351,
352,
353,
354,
355,
356,
361,
362,
363,
364,
365,
366,
411,
412,
413,
414,
415,
416,
421,
422,
423,
424,
425,
426,
431,
432,
433,
434,
435,
436,
441,
442,
443,
444,
445,
446,
451,
452,
453,
454,
455,
456,
461,
462,
463,
464,
465,
466,
511,
512,
513,
514,
515,
516,
521,
522,
523,
524,
525,
526,
531,
532,
533,
534,
535,
536,
541,
542,
543,
544,
545,
546,
551,
552,
553,
554,
555,
556,
561,
562,
563,
564,
565,
566,
611,
612,
613,
614,
615,
616,
621,
622,
623,
624,
625,
626,
631,
632,
633,
634,
635,
636,
641,
642,
643,
644,
645,
646,
651,
652,
653,
654,
655,
656,
661,
662,
663,
664,
665,
666,
